restart,step,smiles,pIC50,QED,SA,MW,LogP,LogP_Penalty,Reward,EHOMO_ev,ELUMO_ev,gap_ev,esp_min,status,gap_score,esp_score,R_DFT,R0,R_total,rank_R0,rank_total,delta_rank,dft_effect,MW,LogP,HBD,HBA,RotBonds,TPSA,QED,Lipinski_Pass,Violations,hERG_Prob,hERG_Risk,R_ADMET,R_global,Active_Set
41,1,COc1ccc(C(=O)N2CCC(C(=O)Nc3sc4c(c3C(C)=O)CCC4)CC2)cc1,7.610300000000008,0.7351000939000167,2.21999258477439,426.5380000000004,3.938900000000004,0.0,8.755850788472577,-10.0634,-7.8032,2.2602,-0.543,xtb_success,0.391287378730398,0.7616666666666666,0.5024011651112785,8.755850788472577,8.956811254517088,26,122,96,neutral,426.54,3.94,1,5,5,75.71,0.735,True,0,0.6029545427331238,True,0.759,10.474,False
97,11,COc1cc(Cc2ccccn2)ccc1Cc1ccc(OC)c(OC)c1,7.560700000000008,0.6379627781113145,1.9796017971559683,349.4300000000001,4.289000000000003,0.0,8.681721209340068,-9.8659,-6.7331,3.1328,-0.304,xtb_success,0.6467441649934941,0.7599999999999999,0.6807209154954458,8.681721209340068,8.954009575538247,177,123,-54,neutral,349.43,4.29,0,4,7,40.58,0.638,True,0,0.7466666666666667,True,0.701,10.357,False
74,4,Cc1ccc(C(=O)N[C@H]2CCN(C)C2=O)cc1-c1cncnc1,7.549000000000004,0.9299322657928146,2.804720477029287,310.357,1.41252,0.0,8.71506846163091,-10.1927,-7.4935,2.6992,-0.531,xtb_success,0.5159682326642082,0.7816666666666666,0.5956777628649457,8.71506846163091,8.953339566776888,91,124,33,neutral,310.36,1.41,1,4,3,75.19,0.93,True,0,0.6756434240362811,True,0.73,10.413,False
7,18,NC(=O)Cc1ccc(Cc2ccc(-c3nc(CC(N)=O)cs3)cc2)cc1,7.591200000000004,0.6725521497213832,2.1418403002744704,365.458,2.4565,0.0,8.71329204483325,-10.3495,-7.6313,2.7182,-0.534,xtb_success,0.5216145337361108,0.7766666666666666,0.5981301736152775,8.71329204483325,8.95254411427936,97,125,28,neutral,365.46,2.46,2,4,7,99.07,0.673,True,0,0.3433333333333333,False,0.863,10.678,True
36,2,COc1nccc(C(=O)N2C[C@H](Nc3cc(F)ccc3F)C[C@H]2C)c1OC,7.584800000000006,0.8676172690881402,3.3200907760652463,377.3910000000001,3.092100000000001,0.0,8.686599556937551,-10.1509,-7.1171,3.0338,-0.536,xtb_success,0.6167800479116345,0.7733333333333333,0.6637460335381442,8.686599556937551,8.95209797035281,163,126,-37,neutral,377.39,3.09,1,5,5,63.69,0.868,True,0,0.6954787759131293,True,0.722,10.396,False
41,19,NC(=O)Cc1ccc(-c2ccc(-c3nc(CC(N)=O)cs3)cc2)cc1,7.577300000000004,0.7136024996630356,2.0816737713879103,351.431,2.5327,0.0,8.725933872692732,-10.2831,-7.7286,2.5545,-0.534,xtb_success,0.4735211115183191,0.7766666666666666,0.5644647780628234,8.725933872692732,8.951719783917861,68,127,59,neutral,351.43,2.53,2,4,6,99.07,0.714,True,0,0.34,False,0.864,10.68,True
2,8,N#Cc1ccc(Cc2ccc(C(=O)COCC(N)=O)cc2)cc1,7.563300000000005,0.7896535519900968,2.057487228595136,308.33699999999993,1.83368,0.0,8.725539665310922,-10.6305,-8.0634,2.5671,-0.542,xtb_success,0.4771734147395695,0.7633333333333333,0.5630213903176986,8.725539665310922,8.950748221438001,69,128,59,neutral,308.34,1.83,1,4,7,93.18,0.79,True,0,0.4533333333333333,False,0.819,10.588,True
2,1,CCCCNc1nc2ccc(N3CCN(C(C)=O)CC3)cc2c(=O)o1,7.587700000000007,0.8367531579379299,2.379276371604595,344.41500000000013,2.0685,0.0,8.768148941808512,-9.6307,-7.6045,2.0262,-0.551,xtb_success,0.3310665703316555,0.7483333333333333,0.4562465992321588,8.768148941808512,8.950647581501375,17,129,112,neutral,344.42,2.07,1,6,5,78.68,0.837,True,0,0.7582484230955847,True,0.697,10.344,False
36,4,COc1cc(C(C)C)c(N2CCN(C(=O)[C@@H]3CCCc4ccccc43)CC2)cn1,7.592900000000011,0.7881706238216554,2.952459744062456,393.5310000000001,3.982300000000003,0.0,8.691739337504593,-9.6787,-6.7259,2.9527,-0.535,xtb_success,0.5921888679673134,0.775,0.6470322075771193,8.691739337504593,8.95055222053544,141,130,-11,neutral,393.53,3.98,0,4,4,45.67,0.788,True,0,0.78,True,0.688,10.327,False
12,8,COCc1ccc(-c2cc(CCc3ccc(CC(N)=O)o3)ccn2)cc1,7.590300000000004,0.6759741933169682,2.3979568740790445,350.418,3.301000000000001,0.0,8.688491409250584,-10.0496,-7.1219,2.9277,-0.52,xtb_success,0.5846140393697256,0.8,0.6492298275588079,8.688491409250584,8.948183340274108,154,131,-23,neutral,350.42,3.3,1,4,8,78.35,0.676,True,0,0.46,False,0.816,10.58,True
36,0,CN(C)C(=O)CCOc1cc(-c2cc(F)c(F)c(F)c2)nn1C,7.556400000000008,0.7922707911051141,2.6318767456785483,327.306,2.3615000000000004,0.0,8.68934772098471,-10.4815,-7.4909,2.9906,-0.553,xtb_success,0.6036799865778616,0.745,0.646075990604503,8.68934772098471,8.94777811722651,152,132,-20,neutral,327.31,2.36,0,4,5,47.36,0.792,True,0,0.56,True,0.776,10.5,False
24,8,CC(C)(C)c1cc(CC[C@H](N)Cc2cccnc2Cl)ccn1,7.567000000000007,0.8500177992479842,2.995493767324275,317.864,3.930100000000002,0.0,8.691547439892364,-9.7938,-7.1225,2.6713,-0.377,xtb_success,0.5077046179478928,0.9425,0.638143232563525,8.691547439892364,8.946804732917775,142,133,-9,neutral,317.86,3.93,1,3,5,51.8,0.85,True,0,0.5282484230955847,True,0.789,10.524,False
16,4,Cc1nnc(S(=O)(=O)c2ccc(NC(=O)C(C)C)cc2)s1,7.486400000000003,0.931216453605686,2.281685725695328,325.415,2.2738200000000006,0.0,8.723839654233313,-10.959,-8.212,2.747,-0.635,xtb_success,0.5301999258394529,0.6083333333333334,0.553639948087617,8.723839654233313,8.94529563346836,72,134,62,neutral,325.42,2.27,1,6,4,89.02,0.931,True,0,0.2866666666666667,False,0.885,10.716,True
86,6,COC(=O)c1ccc(Cc2nc(C[C@@H]3CCCN(C(=O)OC)C3)cs2)cc1,7.610000000000009,0.7330213970541796,2.7999710906994384,388.4890000000001,3.541400000000003,0.0,8.696513589457155,-10.5105,-7.6061,2.9043,-0.567,xtb_success,0.5775300454132034,0.7216666666666668,0.6207710317892423,8.696513589457155,8.944822002172852,130,135,5,neutral,388.49,3.54,0,6,5,68.73,0.733,True,0,0.708350765839858,True,0.717,10.378,False
64,9,CCc1c(-c2[nH]cc(C)c(=O)c2C)cccc1S(=O)(=O)C(C)C,7.527200000000002,0.9322109952020764,2.8372386380431927,333.4530000000001,3.403240000000002,0.0,8.709581633796722,-10.0581,-7.1486,2.9095,-0.641,xtb_success,0.5791036619506557,0.5983333333333334,0.584872563365459,8.709581633796722,8.943530659142905,103,136,33,neutral,333.45,3.4,1,3,4,67.0,0.932,True,0,0.501581756428918,True,0.799,10.542,False
7,9,NC(=O)CCCc1ccc(CCCc2ccc(C=O)cc2)cc1,7.582500000000007,0.7208523235957577,1.9147607519948124,309.409,3.482400000000003,0.0,8.729265998112902,-10.4174,-8.0112,2.4062,-0.533,xtb_success,0.4312898949009929,0.7783333333333333,0.535402926430695,8.729265998112902,8.943427168685181,59,137,78,neutral,309.41,3.48,1,2,9,60.16,0.721,True,0,0.44333333333333336,False,0.823,10.589,True
89,6,CCN(c1ccc(C)cc1)c1nc(CCS(C)(=O)=O)cs1,7.530300000000008,0.8186100813115232,2.463198792845961,324.471,3.196620000000002,0.0,8.693285161371174,-9.7178,-6.5966,3.1211,-0.653,xtb_success,0.6432105549133013,0.5783333333333334,0.6237473884393109,8.693285161371174,8.942784116746898,137,138,1,neutral,324.47,3.2,0,5,6,50.27,0.819,True,0,0.441581756428918,False,0.823,10.59,True
41,5,CCc1ccc(Cc2ccc(C(=O)C3CCN(C(=O)[O-])CC3)o2)cc1,7.595600000000001,0.7844915604234074,2.6149632621788097,340.39900000000006,2.6708000000000007,0.0,8.726349453993823,-10.7402,-8.1913,2.549,-0.583,xtb_success,0.4719297567105269,0.6950000000000001,0.5388508296973689,8.726349453993823,8.941889785872771,67,139,72,neutral,340.4,2.67,0,4,5,73.58,0.784,True,0,0.6085843137254902,True,0.757,10.455,False
14,5,Cn1nccc1-c1cc(COCc2ccc(OCC(N)=O)cc2F)ccn1,7.601000000000006,0.6562358360163885,2.5287966911087523,370.384,2.2021,0.0,8.676238248897326,-10.1781,-7.16,3.0181,-0.53,xtb_success,0.6120196119887579,0.7833333333333333,0.6634137283921304,8.676238248897326,8.941603740254177,197,140,-57,neutral,370.38,2.2,1,6,8,92.26,0.656,True,0,0.55,True,0.78,10.502,False
5,8,CS(=O)(=O)CCc1csc(-c2ccc(CCC(N)=O)cc2)n1,7.529800000000002,0.8335041776680112,2.242130671184235,338.45400000000006,1.8151,0.0,8.722339021715584,-10.3493,-7.5749,2.7744,-0.659,xtb_success,0.5383954670419139,0.5683333333333334,0.5473768269293398,8.722339021715584,8.94128975248732,75,141,66,neutral,338.45,1.82,1,5,7,90.12,0.834,True,0,0.35333333333333333,False,0.859,10.659,True
2,7,CC(=O)c1ccc(Cc2ccc(OCC(=O)N3CCN(CC(N)=O)CC3)cc2)cc1,7.599900000000003,0.6670585949397801,2.0352881503852487,409.48600000000016,1.4883000000000008,0.0,8.729900482431368,-10.0554,-7.6802,2.3752,-0.541,xtb_success,0.422655911058218,0.765,0.5253591377407525,8.729900482431368,8.94004413752767,57,142,85,neutral,409.49,1.49,1,5,8,92.94,0.667,True,0,0.6366666666666667,True,0.745,10.431,False
17,0,CC[C@H](Cc1ccc2c(c1)OCO2)C(=O)Nc1ccc(N2CC[C@H](O)C2)cc1,7.575500000000009,0.8029041905972285,2.9707002221377508,382.46000000000015,3.193700000000001,0.0,8.679882073084848,-9.2034,-6.2906,2.9128,-0.515,xtb_success,0.580102492410874,0.8083333333333333,0.6485717446876118,8.679882073084848,8.939310770959892,183,143,-40,neutral,382.46,3.19,2,5,6,71.03,0.803,True,0,0.7610368956743002,True,0.696,10.33,False
14,6,Cn1nccc1-c1cc(Cc2ccc(COCC(N)=O)cc2F)ccn1,7.5816000000000034,0.7051160265810329,2.5727307368649086,354.385,2.2139,0.0,8.67688493960403,-10.1404,-7.1551,2.9853,-0.534,xtb_success,0.6020727394930286,0.7766666666666666,0.6544509176451201,8.67688493960403,8.938665306662077,191,144,-47,neutral,354.38,2.21,1,5,7,83.03,0.705,True,0,0.56,True,0.776,10.491,False
10,3,CC(=O)C1(NCN2CCN(C(=O)OC(C)C)CC2)CCCCC1,7.559300000000012,0.8374177602489752,2.716367176819988,325.45300000000015,1.9879999999999995,0.0,8.7063721624425,-9.7527,-7.0473,2.7053,-0.572,xtb_success,0.5177793921848255,0.7133333333333335,0.5764455745293778,8.7063721624425,8.936950392254252,108,145,37,neutral,325.45,1.99,1,5,5,61.88,0.837,True,0,0.3810368956743002,False,0.848,10.632,True
74,13,Cc1cccc(-c2cc(/C=C\c3ccnn3C)cc(CC(N)=O)c2O)c1,7.572700000000006,0.7428930321726347,2.671017898315084,347.4180000000001,3.2993200000000007,0.0,8.677044726254817,-9.9579,-6.9857,2.9722,-0.54,xtb_success,0.598100424610256,0.7666666666666666,0.6486702972271792,8.677044726254817,8.936512845145689,190,146,-44,neutral,347.42,3.3,2,4,5,81.14,0.743,True,0,0.5733333333333334,True,0.771,10.478,False
65,3,COc1ccc(CC(=O)N2CCN(CCc3nc(C4CCCCC4)cs3)CC2)cc1,7.607500000000005,0.6665687887700064,2.3398511306402874,427.61400000000026,4.128800000000004,0.0,8.70679928132098,-9.5569,-6.945,2.6119,-0.54,xtb_success,0.4902314260813082,0.7666666666666666,0.5731619982569158,8.70679928132098,8.936064080623746,107,147,40,neutral,427.61,4.13,0,5,7,45.67,0.667,True,0,0.8266666666666667,True,0.669,10.275,False
70,32,Cc1ccc2cc(CCCCCCc3ccnn3C)c(=O)[nH]c2c1C,7.600200000000009,0.6561701916519921,2.5183268591452226,337.46700000000004,4.224040000000002,0.0,8.676452409911484,-10.3006,-7.3023,2.9983,-0.56,xtb_success,0.6060151087760132,0.7333333333333333,0.6442105761432091,8.676452409911484,8.934136640368767,196,148,-48,neutral,337.47,4.22,1,3,7,50.68,0.656,True,0,0.721581756428918,True,0.711,10.357,False
24,7,CC(C)(C)CCc1cc([C@@H](N)Cc2cccnc2Cl)ccn1,7.566400000000007,0.8339467127740847,3.0809949022549183,317.864,4.351200000000003,0.0,8.674361783162349,-9.9211,-7.1866,2.7346,-0.372,xtb_success,0.5264996327179963,0.93,0.6475497429025974,8.674361783162349,8.933381680323388,200,149,-51,neutral,317.86,4.35,1,3,5,51.8,0.834,True,0,0.48919824969535836,False,0.804,10.542,True
65,87,c1ccc(CCCCCc2cc(Cc3ccccn3)ccn2)nc1,7.609400000000009,0.5773439259947841,2.20891549629771,317.43600000000004,4.417900000000003,0.0,8.675866458163686,-9.8973,-6.8558,3.0414,-0.269,xtb_success,0.6190840419478707,0.6725,0.6351088293635094,8.675866458163686,8.92990998990909,198,150,-48,neutral,317.44,4.42,0,3,8,38.67,0.577,True,0,0.6466666666666666,True,0.741,10.413,False
16,3,Cc1nonc1S(=O)(=O)c1ccc(C(=O)N2CCCCCCC2)cc1,7.578300000000006,0.8320139688385594,2.34627377138791,363.43900000000025,2.617120000000001,0.0,8.759679607280495,-10.5822,-8.5553,2.0269,-0.614,xtb_success,0.3312388868919233,0.6433333333333334,0.4248672208243463,8.759679607280495,8.929626495610233,24,151,127,neutral,363.44,2.62,0,6,3,93.37,0.832,True,0,0.4413749998020745,False,0.823,10.577,True
94,4,COc1ccc(CC(=O)c2ccc(-c3ccc(F)c(F)c3)nc2)cc1,7.59680000000001,0.6443383836850265,1.9409032405103368,339.341,4.460800000000003,0.0,8.724878867791489,-10.3043,-8.3141,1.9902,-0.431,xtb_success,0.3222711506585493,0.9483333333333333,0.5100898054609845,8.724878867791489,8.928914789975883,70,152,82,physically_filtered,339.34,4.46,0,3,5,39.19,0.644,True,0,0.5333333333333333,True,0.787,10.502,False
85,24,NC(=O)Cc1csc(-c2ccc(-c3ccc(C=O)cc3)cc2)n1,7.569600000000006,0.7323707172359241,2.083616696050756,322.389,3.317400000000001,0.0,8.727423689012891,-10.4428,-8.2214,2.2214,-0.534,xtb_success,0.3809537718286675,0.7766666666666666,0.4996676402800672,8.727423689012891,8.927290745124917,66,153,87,neutral,322.39,3.32,1,4,5,73.05,0.732,True,0,0.37,False,0.852,10.631,True
83,4,C[NH+]1CCC(CC(=O)N2CCN(CCC3CCCCC3)CC2)CC1,7.598800000000008,0.8222413586139257,3.221586430363645,336.5440000000001,1.4158000000000008,0.0,8.687762036270605,-4.9035,-1.6227,3.2807,-0.775,xtb_success,0.6910804329103086,0.375,0.596256303037216,8.687762036270605,8.926264557485492,157,154,-3,neutral,336.54,1.42,1,2,5,27.99,0.822,True,0,0.5110368956743002,True,0.796,10.517,False
70,2,CCO[C@H](c1cccc(F)c1)c1cc2cc(C)c(C)cc2[nH]c1=O,7.574900000000014,0.7718275959900427,2.843304187194107,325.38300000000004,4.409940000000003,0.0,8.676483379275624,-10.386,-7.5226,2.8634,-0.561,xtb_success,0.5651678880409399,0.7316666666666666,0.6151175216286578,8.676483379275624,8.922530387927086,195,155,-40,neutral,325.38,4.41,1,2,4,42.09,0.772,True,0,0.6313591101184854,True,0.747,10.417,False
0,1,CC(=O)N1CCCN(CC(=O)Nc2cccc(C)c2)[C@@H]1c1ccccc1C#N,7.533200000000009,0.8897369551225862,2.891322105358069,376.46000000000015,3.058200000000001,0.0,8.688936267025495,-10.2464,-7.5904,2.656,-0.542,xtb_success,0.5031877087835758,0.7633333333333333,0.5812313961485029,8.688936267025495,8.921428825484897,153,156,3,neutral,376.46,3.06,1,4,4,76.44,0.89,True,0,0.7766666666666666,True,0.689,10.3,False
93,2,COC(=O)c1cccc(CN2CCN(CC3CCCCC3)CC2)c1,7.551400000000006,0.7765028380193116,1.908611045748259,330.4720000000001,3.171100000000002,0.0,8.748790314434835,-9.2666,-7.5772,1.6894,-0.494,xtb_success,0.2541046611657456,0.8433333333333334,0.4308732628160219,8.748790314434835,8.921139619561243,31,157,126,physically_filtered,330.47,3.17,0,4,5,32.78,0.777,True,0,0.8466666666666667,True,0.661,10.244,False
50,3,O=C(c1ccc([C@@H]2CCS(=O)(=O)C2)cc1)c1ccc(F)c(F)c1,7.556200000000008,0.8094992381202017,2.6245611131239617,336.359,3.097900000000002,0.0,8.698493507747713,-11.0987,-8.3215,2.7772,-0.645,xtb_success,0.5392343693712038,0.5916666666666667,0.5549640585598427,8.698493507747713,8.92047913117165,124,158,34,neutral,336.36,3.1,0,3,3,51.21,0.809,True,0,0.4519176470588235,False,0.819,10.559,True
2,15,NC(=O)Cc1ccc(-c2ccc(-c3cc(C=O)ccn3)cc2)cc1,7.589300000000003,0.7342894119924613,2.043396014692359,316.36,3.2559000000000022,0.0,8.749458692465732,-10.3249,-8.5475,1.7774,-0.536,xtb_success,0.2730381240533659,0.7733333333333333,0.4231266868373561,8.749458692465732,8.918709367200673,29,159,130,physically_filtered,316.36,3.26,1,3,5,73.05,0.734,True,0,0.36333333333333334,False,0.855,10.628,True
13,9,Cc1ccc(/C=C\c2ccc(/C=C\c3c[nH]c(=O)[nH]c3=O)cc2)cc1F,7.58780000000001,0.7034575239846734,2.4822442503784217,348.37700000000007,3.8515200000000025,0.0,8.691304336954506,-10.1262,-7.6044,2.5218,-0.513,xtb_success,0.4640864613492941,0.8116666666666666,0.5683605229445059,8.691304336954506,8.918648546132308,144,160,16,neutral,348.38,3.85,2,2,4,65.72,0.703,True,0,0.401581756428918,False,0.839,10.597,True
23,3,COc1ccc(CCN(C)Cc2cc3c([nH]c2=O)CCCC3=O)cc1,7.528900000000005,0.8778533478375768,2.304618300098637,340.4230000000002,2.577000000000001,0.0,8.737364843908932,-9.6195,-7.6526,1.9669,-0.54,xtb_success,0.3166488172415337,0.7666666666666666,0.4516541720690735,8.737364843908932,8.91802651273656,42,161,119,physically_filtered,340.42,2.58,1,4,6,62.4,0.878,True,0,0.7533333333333333,True,0.699,10.315,False
91,2,O=C(OCN1CCN(C2CCCCC2)CC1)c1cccc(Cc2ccccc2)c1,7.607500000000009,0.6847859755781236,2.160007676440726,392.543,4.342000000000004,0.0,8.733892220144998,-9.405,-7.5975,1.8075,-0.488,xtb_success,0.2797085722438836,0.8533333333333334,0.4517960005707185,8.733892220144998,8.914610620373285,50,162,112,physically_filtered,392.54,4.34,0,4,6,32.78,0.685,True,0,0.8136714374611076,True,0.675,10.264,False
2,3,COc1ccc(C(=O)SCC(=O)Nc2csc(C)n2)cc1,7.461000000000004,0.9163419060888768,2.337487166716395,322.41100000000006,2.972220000000001,0.0,8.685422236372803,-10.5178,-8.0194,2.4983,-0.495,xtb_success,0.4573470069420662,0.8416666666666667,0.5726429048594464,8.685422236372803,8.914479398316582,168,163,-5,neutral,322.41,2.97,1,6,5,68.29,0.916,True,0,0.49333333333333335,False,0.803,10.52,True
65,15,COCc1ccc(Cc2ccc(C(=O)c3ccccn3)cc2)cc1,7.57580000000001,0.6438818159891249,1.86089126552848,317.38800000000003,4.049800000000003,0.0,8.710288203160575,-10.246,-8.2045,2.0415,-0.449,xtb_success,0.3348440823741698,0.9183333333333332,0.5098908576619188,8.710288203160575,8.914244546225342,102,164,62,neutral,317.39,4.05,0,3,6,39.19,0.644,True,0,0.52,True,0.792,10.498,False
37,14,NC(=O)Cc1ccc(/C=C\C=C/c2cc(CC(N)=O)ccn2)cc1,7.564000000000005,0.7613629749457508,2.548563346976444,321.38,1.8638,0.0,8.689825152775237,-10.0035,-7.5251,2.4784,-0.533,xtb_success,0.4516678023100556,0.7783333333333333,0.5496674616170389,8.689825152775237,8.909692137422052,150,165,15,neutral,321.38,1.86,2,3,7,99.07,0.761,True,0,0.33770356234096693,False,0.865,10.64,True
92,0,O=C(c1ccc(N2CCN(C(=O)NCc3ccccc3)CC2)nc1)c1ccccc1F,7.614100000000007,0.644582062839884,2.0749406266793216,418.47200000000015,3.483500000000003,0.0,8.728896968752018,-9.9682,-7.9294,2.0389,-0.578,xtb_success,0.3342005051673577,0.7033333333333335,0.4449403536171504,8.728896968752018,8.906873110198879,60,166,106,neutral,418.47,3.48,1,4,5,65.54,0.645,True,0,0.7,True,0.72,10.347,False
37,25,C#CCc1ccnc(-c2ccnc(-c3ccnc(CC(N)=O)c3)c2)c1,7.592700000000005,0.7292612154539522,2.7017435438689503,328.37500000000006,2.4091000000000005,0.0,8.687156253340087,-10.177,-7.7161,2.4609,-0.538,xtb_success,0.4466952870602567,0.77,0.5436867009421796,8.687156253340087,8.904630933716959,161,167,6,neutral,328.38,2.41,1,4,5,81.76,0.729,True,0,0.31333333333333335,False,0.875,10.654,True
36,14,NC(=O)Cc1ccc(Cc2ccnc(-c3ccccn3)c2)cc1,7.542800000000002,0.7876871208509096,2.059607740826877,303.365,2.762200000000001,0.0,8.676841789127817,-9.9453,-7.4324,2.5129,-0.533,xtb_success,0.4615299633013847,0.7783333333333333,0.5565709743109692,8.676841789127817,8.899470178852205,193,168,-25,neutral,303.37,2.76,1,3,5,68.87,0.788,True,0,0.54,True,0.784,10.467,False
2,19,NC(=O)Cc1ccnc(-c2ccnc(-c3ccc(C=O)cc3)c2)c1,7.574000000000004,0.7329783476166323,2.254949191949885,317.348,2.650900000000001,0.0,8.71358862264068,-10.1406,-8.1965,1.9441,-0.528,xtb_success,0.3112012091475116,0.7866666666666666,0.4538408464032581,8.71358862264068,8.895124961201983,96,169,73,physically_filtered,317.35,2.65,1,4,5,85.94,0.733,True,0,0.3466666666666667,False,0.861,10.618,True
2,6,COc1ccc(CC(=O)c2ccc(C(=O)NC[C@@H](C)N3CCOCC3)cc2)cc1,7.617500000000007,0.6949185972918274,2.4778336087519843,396.4870000000002,2.5711000000000004,0.0,8.717175937770723,-9.8735,-7.9977,1.8758,-0.527,xtb_success,0.2952070793516034,0.7883333333333333,0.4431449555461224,8.717175937770723,8.894433919989172,88,170,82,physically_filtered,396.49,2.57,1,5,8,67.87,0.695,True,0,0.59,True,0.764,10.422,False
41,8,CCc1ccc(Cc2ccc(-c3nc(C(=O)[O-])cs3)o2)cc1,7.593300000000004,0.7262957685607649,2.632235445098845,312.37,2.9198000000000013,0.0,8.68164848160455,-10.7592,-8.3598,2.3993,-0.545,xtb_success,0.4293619277721474,0.7583333333333333,0.5280533494405031,8.68164848160455,8.892869821380751,178,171,-7,neutral,312.37,2.92,0,5,5,66.16,0.726,True,0,0.42491508976225134,False,0.83,10.553,True
41,16,NC(=O)Cc1csc(-c2ccc(Cc3ccc(C=O)cc3)cc2)n1,7.5450000000000035,0.7023664943868596,2.142793339107076,336.416,3.241200000000002,0.0,8.681903913282726,-10.4035,-8.049,2.3545,-0.535,xtb_success,0.4169313157213331,0.775,0.5243519210049331,8.681903913282726,8.8916446816847,176,172,-4,neutral,336.42,3.24,1,4,6,73.05,0.702,True,0,0.38666666666666666,False,0.845,10.582,True
27,1,CCCOc1ccc(C(=O)Nc2ccc[nH]2)cc1-c1nccn1C,7.571200000000007,0.7292068935374443,2.5692468508127604,324.384,3.456300000000001,0.0,8.678878761687454,-9.6906,-7.3367,2.3539,-0.523,xtb_success,0.416765881020269,0.795,0.5302361167141882,8.678878761687454,8.89097320837313,185,173,-12,neutral,324.38,3.46,2,4,6,71.94,0.729,True,0,0.6666666666666666,True,0.733,10.358,False
2,11,COc1ccc(Cc2cc(C(=O)Cc3ccc(CC(N)=O)cc3)ccn2)cc1,7.608800000000007,0.6142556522337003,2.117826006201124,374.44,3.1342000000000008,0.0,8.704145225496745,-10.1429,-8.1303,2.0126,-0.533,xtb_success,0.3277284712482421,0.7783333333333333,0.4629099298737694,8.704145225496745,8.889309197446254,112,174,62,neutral,374.44,3.13,1,4,8,82.28,0.614,True,0,0.3433333333333333,False,0.863,10.615,True
0,8,CCCc1ccc(C(=O)Cc2cc([C@H]3CCN(C)C3=O)ccn2)cc1F,7.612100000000005,0.7456940084248251,3.056650157854042,354.42499999999995,3.5443000000000024,0.0,8.679281988427014,-10.346,-8.0132,2.3328,-0.54,xtb_success,0.4109661286194887,0.7666666666666666,0.517676290033642,8.679281988427014,8.886352504440472,184,175,-9,neutral,354.42,3.54,0,3,6,50.27,0.746,True,0,0.6843702290076336,True,0.726,10.339,False
3,4,CCCS(=O)(=O)C(=O)c1cccc(CN(C)C(=O)c2ccc(C)cc2)c1,7.586900000000009,0.7792893901171167,2.374932631392156,373.4740000000001,3.2322200000000025,0.0,8.739051431919352,-10.6313,-8.941,1.6903,-0.629,xtb_success,0.2542939846819687,0.6183333333333334,0.3635057892773781,8.739051431919352,8.884453747630303,39,176,137,physically_filtered,373.47,3.23,0,4,6,71.52,0.779,True,0,0.5933333333333334,True,0.763,10.41,False
10,10,COCc1ccc(Cc2ccc(-c3cc(C=O)ccn3)cc2F)cc1,7.594600000000006,0.6253492344919871,2.1957377746381805,335.37800000000004,4.437400000000004,0.0,8.687700839782181,-10.4187,-8.591,1.8277,-0.382,xtb_success,0.284240118249369,0.955,0.4854680827745583,8.687700839782181,8.881888072892004,158,177,19,physically_filtered,335.38,4.44,0,3,6,39.19,0.625,True,0,0.611581756428918,True,0.755,10.393,False
44,15,NC(=O)Cc1ccnc(-c2ccc(Cc3ccccn3)c(C=O)c2)c1,7.579900000000004,0.7034471281026355,2.4739627746381814,331.37500000000006,2.574700000000001,0.0,8.684227286587504,-10.1534,-8.074,2.0794,-0.527,xtb_success,0.3443013302530158,0.7883333333333333,0.477510931177111,8.684227286587504,8.875231659058349,173,178,5,neutral,331.38,2.57,1,4,6,85.94,0.703,True,0,0.4666666666666667,False,0.813,10.502,True
31,9,CC(C)(C)c1ccc(Cc2cc(-c3nc(CC(N)=O)cs3)ccn2)cc1,7.544100000000003,0.7392576145830476,2.3565982987365803,365.502,4.121200000000003,0.0,8.678068977417869,-10.1721,-7.9964,2.1757,-0.531,xtb_success,0.3689538128330339,0.7816666666666666,0.4927676689831237,8.678068977417869,8.875176045011118,188,179,-9,neutral,365.5,4.12,1,4,5,68.87,0.739,True,0,0.48333333333333334,False,0.807,10.489,True
3,5,CCCS(=O)(=O)C(=O)N(C)C(=O)c1cccc(Cc2ccc(C)cc2)c1,7.554300000000007,0.8026901526780286,2.506178568553585,373.4740000000001,3.6026200000000026,0.0,8.705027219483663,-10.4998,-8.4584,2.0415,-0.634,xtb_success,0.3348440823741698,0.61,0.4173908576619188,8.705027219483663,8.87198356254843,109,180,71,neutral,373.47,3.6,0,4,5,71.52,0.803,True,0,0.6,True,0.76,10.392,False
36,13,NC(=O)Cc1cc(Cc2cc(C=O)ccn2)ccc1-c1ccccn1,7.597300000000003,0.7034471281026355,2.508955082330488,331.37500000000006,2.574700000000001,0.0,8.698128055818273,-10.3168,-8.457,1.8598,-0.549,xtb_success,0.2915315618863918,0.7516666666666666,0.4295720933204742,8.698128055818273,8.869956893146464,126,181,55,physically_filtered,331.38,2.57,1,4,6,85.94,0.703,True,0,0.47333333333333333,False,0.811,10.491,True
85,20,NC(=O)Cc1cc(-c2ccc(C=O)cc2)ccc1-c1ccc(C=O)c(C=O)c1,7.6151000000000035,0.6433688713223396,2.525310952647084,371.3920000000001,3.4859000000000027,0.0,8.684253340396465,-10.6725,-8.7355,1.9369,-0.525,xtb_success,0.309492103396256,0.7916666666666666,0.4541444723773792,8.684253340396465,8.865911129347417,172,182,10,physically_filtered,371.39,3.49,1,4,7,94.3,0.643,True,0,0.32666666666666666,False,0.869,10.605,True
